1		1122706006		1
2		1122706016		18
3		1222705020		
4		1322705006		70
5		1322705034		53
6		1322705036		
7		1322705040		6
8		1322705042		1
9		1322705044		
10		1322706004		54
11		1322706018		
12		1422705008		46
13		1422705012		
14		1422705032		1
15		1422705034		15
16		1422705050		
17		1422705056		
18		1422706010		
19		1522705022		
20		1522705026		4
21		1522705030		15
22		1522705032		
23		1522705036		49
24		1522705038		
25		1522705040		12
26		1522705046		
27		1522706012		
28		1622705002		
29		1622705006		
30		1622705008		
31		1622705012		
32		1622705014		5
33		1622705026		
34		1622705030		
35		1622705032		
36		1622705042		
37		1622705048		
38		1622705052		
39		1622705062		36
40		1622705068		
41		1622705302		
42		1622706004		42
43		1622706006		51
44		1622706010		54
45		1622706012		12
46		1722705008		1
47		1722705010		25
48		1722705012		
49		1722705018		53
50		1722705020		0
51		1722705022		13
52		1722705024		15
53		1722705026		0
54		1722705028		
55		1722705036		10
56		1722705038		3
57		1722705040		
58		1722705042		4
59		1722705044		
60		1722705046		
61		1722705050		0
62		1722705052		1
63		1722705056		0
64		1722705058		
65		1722705060		19
66		1822705502		1
